criterion,max_depth,max_features,min_samples_leaf,min_samples_split,splitter,mean_test_score,std_test_score,rank_test_score
gini,100,,1,5,random,0.6571428571428571,0.08053111678708459,227
gini,100,,1,10,best,0.6047619047619047,0.09233675918888247,399
gini,100,,1,10,random,0.7190476190476189,0.06459361888690733,1
gini,100,,1,100,best,0.680952380952381,0.10711639884954278,131
gini,100,,1,100,random,0.6571428571428571,0.06317380553057907,227
gini,100,,5,2,best,0.6428571428571429,0.11664236870396086,248
gini,100,,5,2,random,0.7095238095238096,0.07882354932022308,4
gini,100,,5,5,best,0.6428571428571429,0.11664236870396086,248
gini,100,,5,5,random,0.7095238095238096,0.07882354932022308,4
gini,100,,5,10,best,0.6428571428571429,0.11664236870396086,248
gini,100,,5,10,random,0.7095238095238096,0.07882354932022308,4
gini,100,,5,100,best,0.680952380952381,0.10711639884954278,131
gini,100,,5,100,random,0.6619047619047619,0.06632565846278154,212
gini,100,,10,2,best,0.6714285714285715,0.12453996981544779,177
gini,100,,10,2,random,0.7095238095238094,0.08164965809277261,19
gini,100,,10,5,best,0.6714285714285715,0.12453996981544779,177
gini,100,,10,5,random,0.7095238095238094,0.08164965809277261,19
gini,100,,10,10,best,0.6714285714285715,0.12453996981544779,177
gini,100,,10,10,random,0.7095238095238094,0.08164965809277261,19
gini,100,,10,100,best,0.680952380952381,0.10711639884954278,131
gini,100,,10,100,random,0.6619047619047619,0.06632565846278154,212
gini,100,,50,2,best,0.6761904761904761,0.09110060223670947,141
gini,100,,50,2,random,0.5047619047619047,0.009523809523809533,597
gini,100,,50,5,best,0.6761904761904761,0.09110060223670947,141
gini,100,,50,5,random,0.5047619047619047,0.009523809523809533,597
gini,100,,50,10,best,0.6761904761904761,0.09110060223670947,141
gini,100,,50,10,random,0.5047619047619047,0.009523809523809533,597
gini,100,,50,100,best,0.6761904761904761,0.09110060223670947,141
gini,100,,50,100,random,0.5047619047619047,0.009523809523809533,597
gini,100,,100,2,best,0.5,0.0,637
gini,100,,100,2,random,0.5,0.0,637
gini,100,,100,5,best,0.5,0.0,637
gini,100,,100,5,random,0.5,0.0,637
gini,100,,100,10,best,0.5,0.0,637
gini,100,,100,10,random,0.5,0.0,637
gini,100,,100,100,best,0.5,0.0,637
gini,100,,100,100,random,0.5,0.0,637
entropy,1,sqrt,1,2,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,1,2,random,0.5047619047619047,0.009523809523809533,597
entropy,1,sqrt,1,5,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,1,5,random,0.5047619047619047,0.009523809523809533,597
entropy,1,sqrt,1,10,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,1,10,random,0.5047619047619047,0.009523809523809533,597
entropy,1,sqrt,1,100,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,1,100,random,0.5047619047619047,0.009523809523809533,597
entropy,1,sqrt,5,2,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,5,2,random,0.5,0.0,637
entropy,1,sqrt,5,5,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,5,5,random,0.5,0.0,637
entropy,1,sqrt,5,10,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,5,10,random,0.5,0.0,637
entropy,1,sqrt,5,100,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,5,100,random,0.5,0.0,637
entropy,1,sqrt,10,2,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,10,2,random,0.5,0.0,637
entropy,1,sqrt,10,5,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,10,5,random,0.5,0.0,637
entropy,1,sqrt,10,10,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,10,10,random,0.5,0.0,637
entropy,1,sqrt,10,100,best,0.6285714285714286,0.10279539592820429,279
entropy,1,sqrt,10,100,random,0.5,0.0,637
entropy,1,sqrt,50,2,best,0.4714285714285714,0.04096345365258394,945
entropy,1,sqrt,50,2,random,0.5,0.0,637
entropy,1,sqrt,50,5,best,0.4714285714285714,0.04096345365258394,945
entropy,1,sqrt,50,5,random,0.5,0.0,637
entropy,1,sqrt,50,10,best,0.4714285714285714,0.04096345365258394,945
entropy,1,sqrt,50,10,random,0.5,0.0,637
entropy,1,sqrt,50,100,best,0.4714285714285714,0.04096345365258394,945
entropy,1,sqrt,50,100,random,0.5,0.0,637
entropy,1,sqrt,100,2,best,0.5,0.0,637
entropy,1,sqrt,100,2,random,0.5,0.0,637
entropy,1,sqrt,100,5,best,0.5,0.0,637
entropy,1,sqrt,100,5,random,0.5,0.0,637
entropy,1,sqrt,100,10,best,0.5,0.0,637
entropy,1,sqrt,100,10,random,0.5,0.0,637
entropy,1,sqrt,100,100,best,0.5,0.0,637
entropy,1,sqrt,100,100,random,0.5,0.0,637
entropy,1,log2,1,2,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,1,2,random,0.5047619047619047,0.009523809523809533,597
entropy,1,log2,1,5,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,1,5,random,0.5047619047619047,0.009523809523809533,597
entropy,1,log2,1,10,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,1,10,random,0.5047619047619047,0.009523809523809533,597
entropy,1,log2,1,100,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,1,100,random,0.5047619047619047,0.009523809523809533,597
entropy,1,log2,5,2,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,5,2,random,0.5,0.0,637
entropy,1,log2,5,5,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,5,5,random,0.5,0.0,637
entropy,1,log2,5,10,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,5,10,random,0.5,0.0,637
entropy,1,log2,5,100,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,5,100,random,0.5,0.0,637
entropy,1,log2,10,2,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,10,2,random,0.5,0.0,637
entropy,1,log2,10,5,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,10,5,random,0.5,0.0,637
entropy,1,log2,10,10,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,10,10,random,0.5,0.0,637
entropy,1,log2,10,100,best,0.6285714285714286,0.10279539592820429,279
entropy,1,log2,10,100,random,0.5,0.0,637
entropy,1,log2,50,2,best,0.4714285714285714,0.04096345365258394,945
entropy,1,log2,50,2,random,0.5,0.0,637
entropy,1,log2,50,5,best,0.4714285714285714,0.04096345365258394,945
entropy,1,log2,50,5,random,0.5,0.0,637
entropy,1,log2,50,10,best,0.4714285714285714,0.04096345365258394,945
entropy,1,log2,50,10,random,0.5,0.0,637
entropy,1,log2,50,100,best,0.4714285714285714,0.04096345365258394,945
entropy,1,log2,50,100,random,0.5,0.0,637
entropy,1,log2,100,2,best,0.5,0.0,637
entropy,1,log2,100,2,random,0.5,0.0,637
entropy,1,log2,100,5,best,0.5,0.0,637
entropy,1,log2,100,5,random,0.5,0.0,637
entropy,1,log2,100,10,best,0.5,0.0,637
entropy,1,log2,100,10,random,0.5,0.0,637
entropy,1,log2,100,100,best,0.5,0.0,637
entropy,1,log2,100,100,random,0.5,0.0,637
entropy,1,,1,2,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,1,2,random,0.5333333333333332,0.03868589716493314,483
entropy,1,,1,5,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,1,5,random,0.5333333333333332,0.03868589716493314,483
entropy,1,,1,10,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,1,10,random,0.5333333333333332,0.03868589716493314,483
entropy,1,,1,100,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,1,100,random,0.5333333333333332,0.03868589716493314,483
entropy,1,,5,2,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,5,2,random,0.5285714285714285,0.043643578047198484,497
entropy,1,,5,5,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,5,5,random,0.5285714285714285,0.043643578047198484,497
entropy,1,,5,10,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,5,10,random,0.5285714285714285,0.043643578047198484,497
entropy,1,,5,100,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,5,100,random,0.5285714285714285,0.043643578047198484,497
entropy,1,,10,2,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,10,2,random,0.5285714285714285,0.043643578047198484,497
entropy,1,,10,5,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,10,5,random,0.5285714285714285,0.043643578047198484,497
entropy,1,,10,10,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,10,10,random,0.5285714285714285,0.043643578047198484,497
entropy,1,,10,100,best,0.6761904761904761,0.09712418121129114,141
entropy,1,,10,100,random,0.5285714285714285,0.043643578047198484,497
entropy,1,,50,2,best,0.6904761904761905,0.11065666703449761,104
entropy,1,,50,2,random,0.5047619047619047,0.009523809523809533,597
entropy,1,,50,5,best,0.6904761904761905,0.11065666703449761,104
entropy,1,,50,5,random,0.5047619047619047,0.009523809523809533,597
entropy,1,,50,10,best,0.6904761904761905,0.11065666703449761,104
entropy,1,,50,10,random,0.5047619047619047,0.009523809523809533,597
entropy,1,,50,100,best,0.6904761904761905,0.11065666703449761,104
entropy,1,,50,100,random,0.5047619047619047,0.009523809523809533,597
entropy,1,,100,2,best,0.5,0.0,637
entropy,1,,100,2,random,0.5,0.0,637
entropy,1,,100,5,best,0.5,0.0,637
entropy,1,,100,5,random,0.5,0.0,637
entropy,1,,100,10,best,0.5,0.0,637
entropy,1,,100,10,random,0.5,0.0,637
entropy,1,,100,100,best,0.5,0.0,637
entropy,1,,100,100,random,0.5,0.0,637
entropy,10,sqrt,1,2,best,0.6666666666666666,0.06388765649999398,193
entropy,10,sqrt,1,2,random,0.6523809523809524,0.08597842897746565,241
entropy,10,sqrt,1,5,best,0.6047619047619047,0.06494372236659932,399
entropy,10,sqrt,1,5,random,0.6285714285714286,0.032296809443453665,279
entropy,10,sqrt,1,10,best,0.5999999999999999,0.0628138378965377,406
entropy,10,sqrt,1,10,random,0.6142857142857143,0.04096345365258392,383
entropy,10,sqrt,1,100,best,0.7047619047619047,0.09943149056105285,64
entropy,10,sqrt,1,100,random,0.5285714285714287,0.04856209060564558,491
entropy,10,sqrt,5,2,best,0.6285714285714286,0.11126972805283736,279
entropy,10,sqrt,5,2,random,0.5095238095238095,0.019047619047619067,561
entropy,10,sqrt,5,5,best,0.6285714285714286,0.11126972805283736,279
entropy,10,sqrt,5,5,random,0.5095238095238095,0.019047619047619067,561
entropy,10,sqrt,5,10,best,0.6285714285714286,0.11126972805283736,279
entropy,10,sqrt,5,10,random,0.5095238095238095,0.019047619047619067,561
entropy,10,sqrt,5,100,best,0.7047619047619047,0.09943149056105285,64
entropy,10,sqrt,5,100,random,0.5,0.0,637
entropy,10,sqrt,10,2,best,0.6857142857142857,0.07126966450997983,112
entropy,10,sqrt,10,2,random,0.5238095238095238,0.04761904761904762,513
entropy,10,sqrt,10,5,best,0.6857142857142857,0.07126966450997983,112
entropy,10,sqrt,10,5,random,0.5238095238095238,0.04761904761904762,513
entropy,10,sqrt,10,10,best,0.6857142857142857,0.07126966450997983,112
entropy,10,sqrt,10,10,random,0.5238095238095238,0.04761904761904762,513
entropy,10,sqrt,10,100,best,0.7095238095238094,0.09689042833036098,19
entropy,10,sqrt,10,100,random,0.5190476190476191,0.03809523809523809,549
entropy,10,sqrt,50,2,best,0.5857142857142856,0.08464947064110086,427
entropy,10,sqrt,50,2,random,0.5,0.0,637
entropy,10,sqrt,50,5,best,0.5857142857142856,0.08464947064110086,427
entropy,10,sqrt,50,5,random,0.5,0.0,637
entropy,10,sqrt,50,10,best,0.5857142857142856,0.08464947064110086,427
entropy,10,sqrt,50,10,random,0.5,0.0,637
entropy,10,sqrt,50,100,best,0.5857142857142856,0.08464947064110086,427
entropy,10,sqrt,50,100,random,0.5,0.0,637
entropy,10,sqrt,100,2,best,0.5,0.0,637
entropy,10,sqrt,100,2,random,0.5,0.0,637
entropy,10,sqrt,100,5,best,0.5,0.0,637
entropy,10,sqrt,100,5,random,0.5,0.0,637
entropy,10,sqrt,100,10,best,0.5,0.0,637
entropy,10,sqrt,100,10,random,0.5,0.0,637
entropy,10,sqrt,100,100,best,0.5,0.0,637
entropy,10,sqrt,100,100,random,0.5,0.0,637
entropy,10,log2,1,2,best,0.6666666666666666,0.06388765649999398,193
entropy,10,log2,1,2,random,0.6523809523809524,0.08597842897746565,241
entropy,10,log2,1,5,best,0.6047619047619047,0.06494372236659932,399
entropy,10,log2,1,5,random,0.6285714285714286,0.032296809443453665,279
entropy,10,log2,1,10,best,0.5999999999999999,0.0628138378965377,406
entropy,10,log2,1,10,random,0.6142857142857143,0.04096345365258392,383
entropy,10,log2,1,100,best,0.7047619047619047,0.09943149056105285,64
entropy,10,log2,1,100,random,0.5285714285714287,0.04856209060564558,491
entropy,10,log2,5,2,best,0.6285714285714286,0.11126972805283736,279
entropy,10,log2,5,2,random,0.5095238095238095,0.019047619047619067,561
entropy,10,log2,5,5,best,0.6285714285714286,0.11126972805283736,279
entropy,10,log2,5,5,random,0.5095238095238095,0.019047619047619067,561
entropy,10,log2,5,10,best,0.6285714285714286,0.11126972805283736,279
entropy,10,log2,5,10,random,0.5095238095238095,0.019047619047619067,561
entropy,10,log2,5,100,best,0.7047619047619047,0.09943149056105285,64
entropy,10,log2,5,100,random,0.5,0.0,637
entropy,10,log2,10,2,best,0.6857142857142857,0.07126966450997983,112
entropy,10,log2,10,2,random,0.5238095238095238,0.04761904761904762,513
entropy,10,log2,10,5,best,0.6857142857142857,0.07126966450997983,112
entropy,10,log2,10,5,random,0.5238095238095238,0.04761904761904762,513
entropy,10,log2,10,10,best,0.6857142857142857,0.07126966450997983,112
entropy,10,log2,10,10,random,0.5238095238095238,0.04761904761904762,513
entropy,10,log2,10,100,best,0.7095238095238094,0.09689042833036098,19
entropy,10,log2,10,100,random,0.5190476190476191,0.03809523809523809,549
entropy,10,log2,50,2,best,0.5857142857142856,0.08464947064110086,427
entropy,10,log2,50,2,random,0.5,0.0,637
entropy,10,log2,50,5,best,0.5857142857142856,0.08464947064110086,427
entropy,10,log2,50,5,random,0.5,0.0,637
entropy,10,log2,50,10,best,0.5857142857142856,0.08464947064110086,427
entropy,10,log2,50,10,random,0.5,0.0,637
entropy,10,log2,50,100,best,0.5857142857142856,0.08464947064110086,427
entropy,10,log2,50,100,random,0.5,0.0,637
entropy,10,log2,100,2,best,0.5,0.0,637
entropy,10,log2,100,2,random,0.5,0.0,637
entropy,10,log2,100,5,best,0.5,0.0,637
entropy,10,log2,100,5,random,0.5,0.0,637
entropy,10,log2,100,10,best,0.5,0.0,637
entropy,10,log2,100,10,random,0.5,0.0,637
entropy,10,log2,100,100,best,0.5,0.0,637
entropy,10,log2,100,100,random,0.5,0.0,637
entropy,10,,1,2,best,0.6380952380952382,0.10367400503370115,258
entropy,10,,1,2,random,0.6476190476190476,0.11605769149479941,246
entropy,10,,1,5,best,0.6523809523809523,0.10389249632986393,243
entropy,10,,1,5,random,0.6857142857142857,0.0788235493202231,112
entropy,10,,1,10,best,0.6428571428571428,0.09404008408634049,257
entropy,10,,1,10,random,0.6761904761904762,0.06135285107964344,140
entropy,10,,1,100,best,0.6714285714285715,0.09331389496316869,177
entropy,10,,1,100,random,0.6571428571428571,0.06317380553057907,227
entropy,10,,5,2,best,0.6285714285714286,0.10711639884954278,279
entropy,10,,5,2,random,0.7095238095238096,0.06632565846278149,4
entropy,10,,5,5,best,0.6285714285714286,0.10711639884954278,279
entropy,10,,5,5,random,0.7095238095238096,0.06632565846278149,4
entropy,10,,5,10,best,0.6285714285714286,0.10711639884954278,279
entropy,10,,5,10,random,0.7095238095238096,0.06632565846278149,4
entropy,10,,5,100,best,0.6666666666666666,0.09159706696033976,193
entropy,10,,5,100,random,0.6619047619047619,0.06632565846278154,212
entropy,10,,10,2,best,0.7047619047619047,0.09594972228385658,64
entropy,10,,10,2,random,0.7095238095238094,0.08164965809277261,19
entropy,10,,10,5,best,0.7047619047619047,0.09594972228385658,64
entropy,10,,10,5,random,0.7095238095238094,0.08164965809277261,19
entropy,10,,10,10,best,0.7047619047619047,0.09594972228385658,64
entropy,10,,10,10,random,0.7095238095238094,0.08164965809277261,19
entropy,10,,10,100,best,0.6619047619047619,0.09085135251589961,212
entropy,10,,10,100,random,0.6619047619047619,0.06632565846278154,212
entropy,10,,50,2,best,0.6761904761904761,0.09110060223670947,141
entropy,10,,50,2,random,0.5047619047619047,0.009523809523809533,597
entropy,10,,50,5,best,0.6761904761904761,0.09110060223670947,141
entropy,10,,50,5,random,0.5047619047619047,0.009523809523809533,597
entropy,10,,50,10,best,0.6761904761904761,0.09110060223670947,141
entropy,10,,50,10,random,0.5047619047619047,0.009523809523809533,597
entropy,10,,50,100,best,0.6761904761904761,0.09110060223670947,141
entropy,10,,50,100,random,0.5047619047619047,0.009523809523809533,597
entropy,10,,100,2,best,0.5,0.0,637
entropy,10,,100,2,random,0.5,0.0,637
entropy,10,,100,5,best,0.5,0.0,637
entropy,10,,100,5,random,0.5,0.0,637
entropy,10,,100,10,best,0.5,0.0,637
entropy,10,,100,10,random,0.5,0.0,637
entropy,10,,100,100,best,0.5,0.0,637
entropy,10,,100,100,random,0.5,0.0,637
entropy,50,sqrt,1,2,best,0.6571428571428571,0.06834619092574915,227
entropy,50,sqrt,1,2,random,0.6142857142857142,0.09805362039035241,385
entropy,50,sqrt,1,5,best,0.6238095238095238,0.06966066113489425,356
entropy,50,sqrt,1,5,random,0.6333333333333334,0.06998542122237653,263
entropy,50,sqrt,1,10,best,0.5904761904761904,0.053026327265047815,423
entropy,50,sqrt,1,10,random,0.5904761904761905,0.05714285714285712,416
entropy,50,sqrt,1,100,best,0.7047619047619047,0.09943149056105285,64
entropy,50,sqrt,1,100,random,0.5285714285714287,0.04856209060564558,491
entropy,50,sqrt,5,2,best,0.6285714285714286,0.11126972805283736,279
entropy,50,sqrt,5,2,random,0.5095238095238095,0.019047619047619067,561
entropy,50,sqrt,5,5,best,0.6285714285714286,0.11126972805283736,279
entropy,50,sqrt,5,5,random,0.5095238095238095,0.019047619047619067,561
entropy,50,sqrt,5,10,best,0.6285714285714286,0.11126972805283736,279
entropy,50,sqrt,5,10,random,0.5095238095238095,0.019047619047619067,561
entropy,50,sqrt,5,100,best,0.7047619047619047,0.09943149056105285,64
entropy,50,sqrt,5,100,random,0.5,0.0,637
entropy,50,sqrt,10,2,best,0.6857142857142857,0.07126966450997983,112
entropy,50,sqrt,10,2,random,0.5238095238095238,0.04761904761904762,513
entropy,50,sqrt,10,5,best,0.6857142857142857,0.07126966450997983,112
entropy,50,sqrt,10,5,random,0.5238095238095238,0.04761904761904762,513
entropy,50,sqrt,10,10,best,0.6857142857142857,0.07126966450997983,112
entropy,50,sqrt,10,10,random,0.5238095238095238,0.04761904761904762,513
entropy,50,sqrt,10,100,best,0.7095238095238094,0.09689042833036098,19
entropy,50,sqrt,10,100,random,0.5190476190476191,0.03809523809523809,549
entropy,50,sqrt,50,2,best,0.5857142857142856,0.08464947064110086,427
entropy,50,sqrt,50,2,random,0.5,0.0,637
entropy,50,sqrt,50,5,best,0.5857142857142856,0.08464947064110086,427
entropy,50,sqrt,50,5,random,0.5,0.0,637
entropy,50,sqrt,50,10,best,0.5857142857142856,0.08464947064110086,427
entropy,50,sqrt,50,10,random,0.5,0.0,637
entropy,50,sqrt,50,100,best,0.5857142857142856,0.08464947064110086,427
entropy,50,sqrt,50,100,random,0.5,0.0,637
entropy,50,sqrt,100,2,best,0.5,0.0,637
entropy,50,sqrt,100,2,random,0.5,0.0,637
entropy,50,sqrt,100,5,best,0.5,0.0,637
entropy,50,sqrt,100,5,random,0.5,0.0,637
entropy,50,sqrt,100,10,best,0.5,0.0,637
entropy,50,sqrt,100,10,random,0.5,0.0,637
entropy,50,sqrt,100,100,best,0.5,0.0,637
entropy,50,sqrt,100,100,random,0.5,0.0,637
entropy,50,log2,1,2,best,0.6571428571428571,0.06834619092574915,227
entropy,50,log2,1,2,random,0.6142857142857142,0.09805362039035241,385
entropy,50,log2,1,5,best,0.6238095238095238,0.06966066113489425,356
entropy,50,log2,1,5,random,0.6333333333333334,0.06998542122237653,263
entropy,50,log2,1,10,best,0.5904761904761904,0.053026327265047815,423
entropy,50,log2,1,10,random,0.5904761904761905,0.05714285714285712,416
entropy,50,log2,1,100,best,0.7047619047619047,0.09943149056105285,64
entropy,50,log2,1,100,random,0.5285714285714287,0.04856209060564558,491
entropy,50,log2,5,2,best,0.6285714285714286,0.11126972805283736,279
entropy,50,log2,5,2,random,0.5095238095238095,0.019047619047619067,561
entropy,50,log2,5,5,best,0.6285714285714286,0.11126972805283736,279
entropy,50,log2,5,5,random,0.5095238095238095,0.019047619047619067,561
entropy,50,log2,5,10,best,0.6285714285714286,0.11126972805283736,279
entropy,50,log2,5,10,random,0.5095238095238095,0.019047619047619067,561
entropy,50,log2,5,100,best,0.7047619047619047,0.09943149056105285,64
entropy,50,log2,5,100,random,0.5,0.0,637
entropy,50,log2,10,2,best,0.6857142857142857,0.07126966450997983,112
entropy,50,log2,10,2,random,0.5238095238095238,0.04761904761904762,513
entropy,50,log2,10,5,best,0.6857142857142857,0.07126966450997983,112
entropy,50,log2,10,5,random,0.5238095238095238,0.04761904761904762,513
entropy,50,log2,10,10,best,0.6857142857142857,0.07126966450997983,112
entropy,50,log2,10,10,random,0.5238095238095238,0.04761904761904762,513
entropy,50,log2,10,100,best,0.7095238095238094,0.09689042833036098,19
entropy,50,log2,10,100,random,0.5190476190476191,0.03809523809523809,549
entropy,50,log2,50,2,best,0.5857142857142856,0.08464947064110086,427
entropy,50,log2,50,2,random,0.5,0.0,637
entropy,50,log2,50,5,best,0.5857142857142856,0.08464947064110086,427
entropy,50,log2,50,5,random,0.5,0.0,637
entropy,50,log2,50,10,best,0.5857142857142856,0.08464947064110086,427
entropy,50,log2,50,10,random,0.5,0.0,637
entropy,50,log2,50,100,best,0.5857142857142856,0.08464947064110086,427
entropy,50,log2,50,100,random,0.5,0.0,637
entropy,50,log2,100,2,best,0.5,0.0,637
entropy,50,log2,100,2,random,0.5,0.0,637
entropy,50,log2,100,5,best,0.5,0.0,637
entropy,50,log2,100,5,random,0.5,0.0,637
entropy,50,log2,100,10,best,0.5,0.0,637
entropy,50,log2,100,10,random,0.5,0.0,637
entropy,50,log2,100,100,best,0.5,0.0,637
entropy,50,log2,100,100,random,0.5,0.0,637
entropy,50,,1,2,best,0.6333333333333333,0.07468755781599107,271
entropy,50,,1,2,random,0.6714285714285715,0.0663256584627815,177
entropy,50,,1,5,best,0.6523809523809523,0.10389249632986393,243
entropy,50,,1,5,random,0.6380952380952382,0.05714285714285717,258
entropy,50,,1,10,best,0.6333333333333333,0.08597842897746567,271
entropy,50,,1,10,random,0.6666666666666666,0.0499432784842929,193
entropy,50,,1,100,best,0.6714285714285715,0.09331389496316869,177
entropy,50,,1,100,random,0.6571428571428571,0.06317380553057907,227
entropy,50,,5,2,best,0.6285714285714286,0.10711639884954278,279
entropy,50,,5,2,random,0.7095238095238096,0.06632565846278149,4
entropy,50,,5,5,best,0.6285714285714286,0.10711639884954278,279
entropy,50,,5,5,random,0.7095238095238096,0.06632565846278149,4
entropy,50,,5,10,best,0.6285714285714286,0.10711639884954278,279
entropy,50,,5,10,random,0.7095238095238096,0.06632565846278149,4
entropy,50,,5,100,best,0.6666666666666666,0.09159706696033976,193
entropy,50,,5,100,random,0.6619047619047619,0.06632565846278154,212
entropy,50,,10,2,best,0.7047619047619047,0.09594972228385658,64
entropy,50,,10,2,random,0.7095238095238094,0.08164965809277261,19
entropy,50,,10,5,best,0.7047619047619047,0.09594972228385658,64
entropy,50,,10,5,random,0.7095238095238094,0.08164965809277261,19
entropy,50,,10,10,best,0.7047619047619047,0.09594972228385658,64
entropy,50,,10,10,random,0.7095238095238094,0.08164965809277261,19
entropy,50,,10,100,best,0.6619047619047619,0.09085135251589961,212
entropy,50,,10,100,random,0.6619047619047619,0.06632565846278154,212
entropy,50,,50,2,best,0.6761904761904761,0.09110060223670947,141
entropy,50,,50,2,random,0.5047619047619047,0.009523809523809533,597
entropy,50,,50,5,best,0.6761904761904761,0.09110060223670947,141
entropy,50,,50,5,random,0.5047619047619047,0.009523809523809533,597
entropy,50,,50,10,best,0.6761904761904761,0.09110060223670947,141
entropy,50,,50,10,random,0.5047619047619047,0.009523809523809533,597
entropy,50,,50,100,best,0.6761904761904761,0.09110060223670947,141
entropy,50,,50,100,random,0.5047619047619047,0.009523809523809533,597
entropy,50,,100,2,best,0.5,0.0,637
entropy,50,,100,2,random,0.5,0.0,637
entropy,50,,100,5,best,0.5,0.0,637
entropy,50,,100,5,random,0.5,0.0,637
entropy,50,,100,10,best,0.5,0.0,637
entropy,50,,100,10,random,0.5,0.0,637
entropy,50,,100,100,best,0.5,0.0,637
entropy,50,,100,100,random,0.5,0.0,637
entropy,100,sqrt,1,2,best,0.6571428571428571,0.06834619092574915,227
entropy,100,sqrt,1,2,random,0.6142857142857142,0.09805362039035241,385
entropy,100,sqrt,1,5,best,0.6238095238095238,0.06966066113489425,356
entropy,100,sqrt,1,5,random,0.6333333333333334,0.06998542122237653,263
entropy,100,sqrt,1,10,best,0.5904761904761904,0.053026327265047815,423
entropy,100,sqrt,1,10,random,0.5904761904761905,0.05714285714285712,416
entropy,100,sqrt,1,100,best,0.7047619047619047,0.09943149056105285,64
entropy,100,sqrt,1,100,random,0.5285714285714287,0.04856209060564558,491
entropy,100,sqrt,5,2,best,0.6285714285714286,0.11126972805283736,279
entropy,100,sqrt,5,2,random,0.5095238095238095,0.019047619047619067,561
entropy,100,sqrt,5,5,best,0.6285714285714286,0.11126972805283736,279
entropy,100,sqrt,5,5,random,0.5095238095238095,0.019047619047619067,561
entropy,100,sqrt,5,10,best,0.6285714285714286,0.11126972805283736,279
entropy,100,sqrt,5,10,random,0.5095238095238095,0.019047619047619067,561
entropy,100,sqrt,5,100,best,0.7047619047619047,0.09943149056105285,64
entropy,100,sqrt,5,100,random,0.5,0.0,637
entropy,100,sqrt,10,2,best,0.6857142857142857,0.07126966450997983,112
entropy,100,sqrt,10,2,random,0.5238095238095238,0.04761904761904762,513
entropy,100,sqrt,10,5,best,0.6857142857142857,0.07126966450997983,112
entropy,100,sqrt,10,5,random,0.5238095238095238,0.04761904761904762,513
entropy,100,sqrt,10,10,best,0.6857142857142857,0.07126966450997983,112
entropy,100,sqrt,10,10,random,0.5238095238095238,0.04761904761904762,513
entropy,100,sqrt,10,100,best,0.7095238095238094,0.09689042833036098,19
entropy,100,sqrt,10,100,random,0.5190476190476191,0.03809523809523809,549
entropy,100,sqrt,50,2,best,0.5857142857142856,0.08464947064110086,427
entropy,100,sqrt,50,2,random,0.5,0.0,637
entropy,100,sqrt,50,5,best,0.5857142857142856,0.08464947064110086,427
entropy,100,sqrt,50,5,random,0.5,0.0,637
entropy,100,sqrt,50,10,best,0.5857142857142856,0.08464947064110086,427
entropy,100,sqrt,50,10,random,0.5,0.0,637
entropy,100,sqrt,50,100,best,0.5857142857142856,0.08464947064110086,427
entropy,100,sqrt,50,100,random,0.5,0.0,637
entropy,100,sqrt,100,2,best,0.5,0.0,637
entropy,100,sqrt,100,2,random,0.5,0.0,637
entropy,100,sqrt,100,5,best,0.5,0.0,637
entropy,100,sqrt,100,5,random,0.5,0.0,637
entropy,100,sqrt,100,10,best,0.5,0.0,637
entropy,100,sqrt,100,10,random,0.5,0.0,637
entropy,100,sqrt,100,100,best,0.5,0.0,637
entropy,100,sqrt,100,100,random,0.5,0.0,637
entropy,100,log2,1,2,best,0.6571428571428571,0.06834619092574915,227
