var_smoothing,mean_test_score,std_test_score,rank_test_score
1e-09,0.5428571428571429,0.031586902765289526,2.0
1e-08,0.5428571428571429,0.031586902765289526,2.0
1e-07,0.5523809523809524,0.02776643759450141,1.0
1e-06,0.5428571428571429,0.031586902765289526,2.0
1e-05,0.5380952380952382,0.044160088073789065,5.0
