algorithm,leaf_size,metric,n_neighbors,p,weights,mean_test_score,std_test_score,rank_test_score
ball_tree,50,minkowski,3,5,uniform,0.6285714285714286,0.044160088073789065,4054
ball_tree,50,minkowski,3,5,distance,0.6238095238095239,0.04856209060564558,4368
ball_tree,50,minkowski,4,1,uniform,0.6142857142857143,0.06281383789653772,5397
ball_tree,50,minkowski,4,1,distance,0.6714285714285715,0.031586902765289526,1
ball_tree,50,minkowski,4,2,uniform,0.6047619047619048,0.04416008807378908,6015
ball_tree,50,minkowski,4,2,distance,0.6476190476190476,0.040963453652583935,1867
ball_tree,50,minkowski,4,3,uniform,0.6,0.023328473740792197,6311
ball_tree,50,minkowski,4,3,distance,0.6476190476190476,0.040963453652583935,1867
ball_tree,50,minkowski,4,4,uniform,0.5904761904761905,0.03499271061118824,6529
ball_tree,50,minkowski,4,4,distance,0.6285714285714286,0.049026810195176206,4054
ball_tree,50,minkowski,4,5,uniform,0.6095238095238095,0.03868589716493312,5853
ball_tree,50,minkowski,4,5,distance,0.619047619047619,0.05832118435198043,5246
ball_tree,50,minkowski,5,1,uniform,0.6523809523809525,0.08329931278350429,936
ball_tree,50,minkowski,5,1,distance,0.661904761904762,0.0590936840285279,423
ball_tree,50,minkowski,5,2,uniform,0.6142857142857142,0.038095238095238106,5455
ball_tree,50,minkowski,5,2,distance,0.638095238095238,0.0645936188869073,3042
ball_tree,50,minkowski,5,3,uniform,0.6285714285714287,0.04151332327181595,3949
ball_tree,50,minkowski,5,3,distance,0.638095238095238,0.06966066113489426,3042
ball_tree,50,minkowski,5,4,uniform,0.6285714285714287,0.04151332327181595,3949
ball_tree,50,minkowski,5,4,distance,0.6333333333333333,0.07766431633476235,3596
ball_tree,50,minkowski,5,5,uniform,0.6285714285714287,0.04151332327181595,3949
ball_tree,50,minkowski,5,5,distance,0.6285714285714286,0.07766431633476234,4054
ball_tree,50,minkowski,6,1,uniform,0.6238095238095237,0.07737179432986628,4935
ball_tree,50,minkowski,6,1,distance,0.6666666666666667,0.04761904761904763,207
ball_tree,50,minkowski,6,2,uniform,0.6095238095238096,0.07158712561129954,5723
ball_tree,50,minkowski,6,2,distance,0.6523809523809524,0.049026810195176206,1116
ball_tree,50,minkowski,6,3,uniform,0.6190476190476192,0.08109231602822094,5185
ball_tree,50,minkowski,6,3,distance,0.6571428571428571,0.04416008807378907,712
ball_tree,50,minkowski,6,4,uniform,0.6142857142857142,0.0663256584627815,5455
ball_tree,50,minkowski,6,4,distance,0.6523809523809524,0.04665694748158436,1116
ball_tree,50,minkowski,6,5,uniform,0.619047619047619,0.06563832739090579,5246
ball_tree,50,minkowski,6,5,distance,0.6571428571428571,0.05753831415997413,712
ball_tree,50,minkowski,7,1,uniform,0.6238095238095239,0.055123032870429634,4368
ball_tree,50,minkowski,7,1,distance,0.6476190476190476,0.038095238095238085,1867
ball_tree,50,minkowski,7,2,uniform,0.6523809523809524,0.06317380553057904,1116
ball_tree,50,minkowski,7,2,distance,0.6714285714285714,0.055123032870429634,87
ball_tree,50,minkowski,7,3,uniform,0.6523809523809524,0.07158712561129955,1116
ball_tree,50,minkowski,7,3,distance,0.6619047619047619,0.05512303287042962,537
ball_tree,50,minkowski,7,4,uniform,0.6571428571428571,0.07468755781599105,712
ball_tree,50,minkowski,7,4,distance,0.6523809523809524,0.06834619092574915,1116
ball_tree,50,minkowski,7,5,uniform,0.6523809523809524,0.0649437223665993,1116
ball_tree,50,minkowski,7,5,distance,0.6476190476190475,0.07882354932022306,2302
ball_tree,50,minkowski,8,1,uniform,0.6238095238095237,0.07438333024673005,4935
ball_tree,50,minkowski,8,1,distance,0.6476190476190476,0.0380952380952381,1867
ball_tree,50,minkowski,8,2,uniform,0.6523809523809525,0.06998542122237654,936
ball_tree,50,minkowski,8,2,distance,0.6523809523809524,0.0534522483824849,1116
ball_tree,50,minkowski,8,3,uniform,0.6476190476190476,0.06632565846278154,1867
ball_tree,50,minkowski,8,3,distance,0.6571428571428571,0.05753831415997413,712
ball_tree,50,minkowski,8,4,uniform,0.6428571428571429,0.07221786137191953,2431
ball_tree,50,minkowski,8,4,distance,0.6523809523809524,0.049026810195176206,1116
ball_tree,50,minkowski,8,5,uniform,0.6571428571428571,0.07766431633476234,712
ball_tree,50,minkowski,8,5,distance,0.6523809523809524,0.049026810195176206,1116
ball_tree,50,minkowski,9,1,uniform,0.6333333333333333,0.05345224838248486,3596
ball_tree,50,minkowski,9,1,distance,0.6333333333333334,0.03563483225498992,3416
ball_tree,50,minkowski,9,2,uniform,0.6428571428571429,0.06023386019368344,2431
ball_tree,50,minkowski,9,2,distance,0.6666666666666666,0.062087641954310935,267
ball_tree,50,minkowski,9,3,uniform,0.6380952380952382,0.07438333024673004,2932
ball_tree,50,minkowski,9,3,distance,0.6666666666666667,0.06208764195431092,207
ball_tree,50,minkowski,9,4,uniform,0.6428571428571429,0.0838419850555191,2431
ball_tree,50,minkowski,9,4,distance,0.6714285714285715,0.06966066113489423,1
ball_tree,50,minkowski,9,5,uniform,0.6333333333333334,0.08857654875113466,3416
ball_tree,50,minkowski,9,5,distance,0.6619047619047619,0.07882354932022309,537
ball_tree,50,euclidean,1,1,uniform,0.6428571428571428,0.06388765649999398,2698
ball_tree,50,euclidean,1,1,distance,0.6428571428571428,0.06388765649999398,2698
ball_tree,50,euclidean,1,2,uniform,0.6428571428571428,0.06388765649999398,2698
ball_tree,50,euclidean,1,2,distance,0.6428571428571428,0.06388765649999398,2698
ball_tree,50,euclidean,1,3,uniform,0.6428571428571428,0.06388765649999398,2698
ball_tree,50,euclidean,1,3,distance,0.6428571428571428,0.06388765649999398,2698
ball_tree,50,euclidean,1,4,uniform,0.6428571428571428,0.06388765649999398,2698
ball_tree,50,euclidean,1,4,distance,0.6428571428571428,0.06388765649999398,2698
ball_tree,50,euclidean,1,5,uniform,0.6428571428571428,0.06388765649999398,2698
ball_tree,50,euclidean,1,5,distance,0.6428571428571428,0.06388765649999398,2698
ball_tree,50,euclidean,2,1,uniform,0.5714285714285715,0.06208764195431094,6796
ball_tree,50,euclidean,2,1,distance,0.6428571428571429,0.0656383273909058,2431
ball_tree,50,euclidean,2,2,uniform,0.5714285714285715,0.06208764195431094,6796
ball_tree,50,euclidean,2,2,distance,0.6428571428571429,0.0656383273909058,2431
ball_tree,50,euclidean,2,3,uniform,0.5714285714285715,0.06208764195431094,6796
ball_tree,50,euclidean,2,3,distance,0.6428571428571429,0.0656383273909058,2431
ball_tree,50,euclidean,2,4,uniform,0.5714285714285715,0.06208764195431094,6796
ball_tree,50,euclidean,2,4,distance,0.6428571428571429,0.0656383273909058,2431
ball_tree,50,euclidean,2,5,uniform,0.5714285714285715,0.06208764195431094,6796
ball_tree,50,euclidean,2,5,distance,0.6428571428571429,0.0656383273909058,2431
ball_tree,50,euclidean,3,1,uniform,0.6476190476190475,0.02776643759450141,2302
ball_tree,50,euclidean,3,1,distance,0.6523809523809524,0.041513323271815936,1116
ball_tree,50,euclidean,3,2,uniform,0.6476190476190475,0.02776643759450141,2302
ball_tree,50,euclidean,3,2,distance,0.6523809523809524,0.041513323271815936,1116
ball_tree,50,euclidean,3,3,uniform,0.6476190476190475,0.02776643759450141,2302
ball_tree,50,euclidean,3,3,distance,0.6523809523809524,0.041513323271815936,1116
ball_tree,50,euclidean,3,4,uniform,0.6476190476190475,0.02776643759450141,2302
ball_tree,50,euclidean,3,4,distance,0.6523809523809524,0.041513323271815936,1116
ball_tree,50,euclidean,3,5,uniform,0.6476190476190475,0.02776643759450141,2302
ball_tree,50,euclidean,3,5,distance,0.6523809523809524,0.041513323271815936,1116
ball_tree,50,euclidean,4,1,uniform,0.6047619047619048,0.04416008807378908,6015
ball_tree,50,euclidean,4,1,distance,0.6476190476190476,0.040963453652583935,1867
ball_tree,50,euclidean,4,2,uniform,0.6047619047619048,0.04416008807378908,6015
ball_tree,50,euclidean,4,2,distance,0.6476190476190476,0.040963453652583935,1867
ball_tree,50,euclidean,4,3,uniform,0.6047619047619048,0.04416008807378908,6015
ball_tree,50,euclidean,4,3,distance,0.6476190476190476,0.040963453652583935,1867
ball_tree,50,euclidean,4,4,uniform,0.6047619047619048,0.04416008807378908,6015
ball_tree,50,euclidean,4,4,distance,0.6476190476190476,0.040963453652583935,1867
ball_tree,50,euclidean,4,5,uniform,0.6047619047619048,0.04416008807378908,6015
ball_tree,50,euclidean,4,5,distance,0.6476190476190476,0.040963453652583935,1867
ball_tree,50,euclidean,5,1,uniform,0.6142857142857142,0.038095238095238106,5455
ball_tree,50,euclidean,5,1,distance,0.638095238095238,0.0645936188869073,3042
ball_tree,50,euclidean,5,2,uniform,0.6142857142857142,0.038095238095238106,5455
ball_tree,50,euclidean,5,2,distance,0.638095238095238,0.0645936188869073,3042
ball_tree,50,euclidean,5,3,uniform,0.6142857142857142,0.038095238095238106,5455
ball_tree,50,euclidean,5,3,distance,0.638095238095238,0.0645936188869073,3042
ball_tree,50,euclidean,5,4,uniform,0.6142857142857142,0.038095238095238106,5455
ball_tree,50,euclidean,5,4,distance,0.638095238095238,0.0645936188869073,3042
ball_tree,50,euclidean,5,5,uniform,0.6142857142857142,0.038095238095238106,5455
ball_tree,50,euclidean,5,5,distance,0.638095238095238,0.0645936188869073,3042
ball_tree,50,euclidean,6,1,uniform,0.6095238095238096,0.07158712561129954,5723
ball_tree,50,euclidean,6,1,distance,0.6523809523809524,0.049026810195176206,1116
ball_tree,50,euclidean,6,2,uniform,0.6095238095238096,0.07158712561129954,5723
ball_tree,50,euclidean,6,2,distance,0.6523809523809524,0.049026810195176206,1116
ball_tree,50,euclidean,6,3,uniform,0.6095238095238096,0.07158712561129954,5723
ball_tree,50,euclidean,6,3,distance,0.6523809523809524,0.049026810195176206,1116
ball_tree,50,euclidean,6,4,uniform,0.6095238095238096,0.07158712561129954,5723
ball_tree,50,euclidean,6,4,distance,0.6523809523809524,0.049026810195176206,1116
ball_tree,50,euclidean,6,5,uniform,0.6095238095238096,0.07158712561129954,5723
ball_tree,50,euclidean,6,5,distance,0.6523809523809524,0.049026810195176206,1116
ball_tree,50,euclidean,7,1,uniform,0.6523809523809524,0.06317380553057904,1116
ball_tree,50,euclidean,7,1,distance,0.6714285714285714,0.055123032870429634,87
ball_tree,50,euclidean,7,2,uniform,0.6523809523809524,0.06317380553057904,1116
ball_tree,50,euclidean,7,2,distance,0.6714285714285714,0.055123032870429634,87
ball_tree,50,euclidean,7,3,uniform,0.6523809523809524,0.06317380553057904,1116
ball_tree,50,euclidean,7,3,distance,0.6714285714285714,0.055123032870429634,87
ball_tree,50,euclidean,7,4,uniform,0.6523809523809524,0.06317380553057904,1116
ball_tree,50,euclidean,7,4,distance,0.6714285714285714,0.055123032870429634,87
ball_tree,50,euclidean,7,5,uniform,0.6523809523809524,0.06317380553057904,1116
ball_tree,50,euclidean,7,5,distance,0.6714285714285714,0.055123032870429634,87
ball_tree,50,euclidean,8,1,uniform,0.6523809523809525,0.06998542122237654,936
ball_tree,50,euclidean,8,1,distance,0.6523809523809524,0.0534522483824849,1116
ball_tree,50,euclidean,8,2,uniform,0.6523809523809525,0.06998542122237654,936
ball_tree,50,euclidean,8,2,distance,0.6523809523809524,0.0534522483824849,1116
ball_tree,50,euclidean,8,3,uniform,0.6523809523809525,0.06998542122237654,936
ball_tree,50,euclidean,8,3,distance,0.6523809523809524,0.0534522483824849,1116
ball_tree,50,euclidean,8,4,uniform,0.6523809523809525,0.06998542122237654,936
ball_tree,50,euclidean,8,4,distance,0.6523809523809524,0.0534522483824849,1116
ball_tree,50,euclidean,8,5,uniform,0.6523809523809525,0.06998542122237654,936
ball_tree,50,euclidean,8,5,distance,0.6523809523809524,0.0534522483824849,1116
ball_tree,50,euclidean,9,1,uniform,0.6428571428571429,0.06023386019368344,2431
ball_tree,50,euclidean,9,1,distance,0.6666666666666666,0.062087641954310935,267
ball_tree,50,euclidean,9,2,uniform,0.6428571428571429,0.06023386019368344,2431
ball_tree,50,euclidean,9,2,distance,0.6666666666666666,0.062087641954310935,267
ball_tree,50,euclidean,9,3,uniform,0.6428571428571429,0.06023386019368344,2431
ball_tree,50,euclidean,9,3,distance,0.6666666666666666,0.062087641954310935,267
ball_tree,50,euclidean,9,4,uniform,0.6428571428571429,0.06023386019368344,2431
ball_tree,50,euclidean,9,4,distance,0.6666666666666666,0.062087641954310935,267
ball_tree,50,euclidean,9,5,uniform,0.6428571428571429,0.06023386019368344,2431
ball_tree,50,euclidean,9,5,distance,0.6666666666666666,0.062087641954310935,267
ball_tree,50,manhattan,1,1,uniform,0.6285714285714286,0.08053111678708459,4054
ball_tree,50,manhattan,1,1,distance,0.6285714285714286,0.08053111678708459,4054
ball_tree,50,manhattan,1,2,uniform,0.6285714285714286,0.08053111678708459,4054
ball_tree,50,manhattan,1,2,distance,0.6285714285714286,0.08053111678708459,4054
ball_tree,50,manhattan,1,3,uniform,0.6285714285714286,0.08053111678708459,4054
ball_tree,50,manhattan,1,3,distance,0.6285714285714286,0.08053111678708459,4054
ball_tree,50,manhattan,1,4,uniform,0.6285714285714286,0.08053111678708459,4054
ball_tree,50,manhattan,1,4,distance,0.6285714285714286,0.08053111678708459,4054
ball_tree,50,manhattan,1,5,uniform,0.6285714285714286,0.08053111678708459,4054
ball_tree,50,manhattan,1,5,distance,0.6285714285714286,0.08053111678708459,4054
ball_tree,50,manhattan,2,1,uniform,0.5714285714285715,0.06734350297014739,6796
ball_tree,50,manhattan,2,1,distance,0.6238095238095238,0.08438116736509216,4523
ball_tree,50,manhattan,2,2,uniform,0.5714285714285715,0.06734350297014739,6796
ball_tree,50,manhattan,2,2,distance,0.6238095238095238,0.08438116736509216,4523
ball_tree,50,manhattan,2,3,uniform,0.5714285714285715,0.06734350297014739,6796
ball_tree,50,manhattan,2,3,distance,0.6238095238095238,0.08438116736509216,4523
ball_tree,50,manhattan,2,4,uniform,0.5714285714285715,0.06734350297014739,6796
ball_tree,50,manhattan,2,4,distance,0.6238095238095238,0.08438116736509216,4523
ball_tree,50,manhattan,2,5,uniform,0.5714285714285715,0.06734350297014739,6796
ball_tree,50,manhattan,2,5,distance,0.6238095238095238,0.08438116736509216,4523
ball_tree,50,manhattan,3,1,uniform,0.6428571428571428,0.02129588549999797,2698
ball_tree,50,manhattan,3,1,distance,0.6571428571428571,0.03563483225498991,712
ball_tree,50,manhattan,3,2,uniform,0.6428571428571428,0.02129588549999797,2698
ball_tree,50,manhattan,3,2,distance,0.6571428571428571,0.03563483225498991,712
ball_tree,50,manhattan,3,3,uniform,0.6428571428571428,0.02129588549999797,2698
ball_tree,50,manhattan,3,3,distance,0.6571428571428571,0.03563483225498991,712
ball_tree,50,manhattan,3,4,uniform,0.6428571428571428,0.02129588549999797,2698
ball_tree,50,manhattan,3,4,distance,0.6571428571428571,0.03563483225498991,712
ball_tree,50,manhattan,3,5,uniform,0.6428571428571428,0.02129588549999797,2698
ball_tree,50,manhattan,3,5,distance,0.6571428571428571,0.03563483225498991,712
ball_tree,50,manhattan,4,1,uniform,0.6142857142857143,0.06281383789653772,5397
ball_tree,50,manhattan,4,1,distance,0.6714285714285715,0.031586902765289526,1
ball_tree,50,manhattan,4,2,uniform,0.6142857142857143,0.06281383789653772,5397
ball_tree,50,manhattan,4,2,distance,0.6714285714285715,0.031586902765289526,1
ball_tree,50,manhattan,4,3,uniform,0.6142857142857143,0.06281383789653772,5397
ball_tree,50,manhattan,4,3,distance,0.6714285714285715,0.031586902765289526,1
ball_tree,50,manhattan,4,4,uniform,0.6142857142857143,0.06281383789653772,5397
ball_tree,50,manhattan,4,4,distance,0.6714285714285715,0.031586902765289526,1
ball_tree,50,manhattan,4,5,uniform,0.6142857142857143,0.06281383789653772,5397
ball_tree,50,manhattan,4,5,distance,0.6714285714285715,0.031586902765289526,1
ball_tree,50,manhattan,5,1,uniform,0.6523809523809525,0.08329931278350429,936
ball_tree,50,manhattan,5,1,distance,0.661904761904762,0.0590936840285279,423
ball_tree,50,manhattan,5,2,uniform,0.6523809523809525,0.08329931278350429,936
ball_tree,50,manhattan,5,2,distance,0.661904761904762,0.0590936840285279,423
ball_tree,50,manhattan,5,3,uniform,0.6523809523809525,0.08329931278350429,936
ball_tree,50,manhattan,5,3,distance,0.661904761904762,0.0590936840285279,423
ball_tree,50,manhattan,5,4,uniform,0.6523809523809525,0.08329931278350429,936
ball_tree,50,manhattan,5,4,distance,0.661904761904762,0.0590936840285279,423
ball_tree,50,manhattan,5,5,uniform,0.6523809523809525,0.08329931278350429,936
ball_tree,50,manhattan,5,5,distance,0.661904761904762,0.0590936840285279,423
ball_tree,50,manhattan,6,1,uniform,0.6238095238095237,0.07737179432986628,4935
ball_tree,50,manhattan,6,1,distance,0.6666666666666667,0.04761904761904763,207
ball_tree,50,manhattan,6,2,uniform,0.6238095238095237,0.07737179432986628,4935
ball_tree,50,manhattan,6,2,distance,0.6666666666666667,0.04761904761904763,207
ball_tree,50,manhattan,6,3,uniform,0.6238095238095237,0.07737179432986628,4935
ball_tree,50,manhattan,6,3,distance,0.6666666666666667,0.04761904761904763,207
ball_tree,50,manhattan,6,4,uniform,0.6238095238095237,0.07737179432986628,4935
ball_tree,50,manhattan,6,4,distance,0.6666666666666667,0.04761904761904763,207
ball_tree,50,manhattan,6,5,uniform,0.6238095238095237,0.07737179432986628,4935
ball_tree,50,manhattan,6,5,distance,0.6666666666666667,0.04761904761904763,207
ball_tree,50,manhattan,7,1,uniform,0.6238095238095239,0.055123032870429634,4368
ball_tree,50,manhattan,7,1,distance,0.6476190476190476,0.038095238095238085,1867
ball_tree,50,manhattan,7,2,uniform,0.6238095238095239,0.055123032870429634,4368
ball_tree,50,manhattan,7,2,distance,0.6476190476190476,0.038095238095238085,1867
ball_tree,50,manhattan,7,3,uniform,0.6238095238095239,0.055123032870429634,4368
ball_tree,50,manhattan,7,3,distance,0.6476190476190476,0.038095238095238085,1867
ball_tree,50,manhattan,7,4,uniform,0.6238095238095239,0.055123032870429634,4368
ball_tree,50,manhattan,7,4,distance,0.6476190476190476,0.038095238095238085,1867
ball_tree,50,manhattan,7,5,uniform,0.6238095238095239,0.055123032870429634,4368
ball_tree,50,manhattan,7,5,distance,0.6476190476190476,0.038095238095238085,1867
ball_tree,50,manhattan,8,1,uniform,0.6238095238095237,0.07438333024673005,4935
ball_tree,50,manhattan,8,1,distance,0.6476190476190476,0.0380952380952381,1867
ball_tree,50,manhattan,8,2,uniform,0.6238095238095237,0.07438333024673005,4935
ball_tree,50,manhattan,8,2,distance,0.6476190476190476,0.0380952380952381,1867
ball_tree,50,manhattan,8,3,uniform,0.6238095238095237,0.07438333024673005,4935
ball_tree,50,manhattan,8,3,distance,0.6476190476190476,0.0380952380952381,1867
ball_tree,50,manhattan,8,4,uniform,0.6238095238095237,0.07438333024673005,4935
ball_tree,50,manhattan,8,4,distance,0.6476190476190476,0.0380952380952381,1867
ball_tree,50,manhattan,8,5,uniform,0.6238095238095237,0.07438333024673005,4935
ball_tree,50,manhattan,8,5,distance,0.6476190476190476,0.0380952380952381,1867
ball_tree,50,manhattan,9,1,uniform,0.6333333333333333,0.05345224838248486,3596
ball_tree,50,manhattan,9,1,distance,0.6333333333333334,0.03563483225498992,3416
ball_tree,50,manhattan,9,2,uniform,0.6333333333333333,0.05345224838248486,3596
ball_tree,50,manhattan,9,2,distance,0.6333333333333334,0.03563483225498992,3416
ball_tree,50,manhattan,9,3,uniform,0.6333333333333333,0.05345224838248486,3596
ball_tree,50,manhattan,9,3,distance,0.6333333333333334,0.03563483225498992,3416
ball_tree,50,manhattan,9,4,uniform,0.6333333333333333,0.05345224838248486,3596
ball_tree,50,manhattan,9,4,distance,0.6333333333333334,0.03563483225498992,3416
ball_tree,50,manhattan,9,5,uniform,0.6333333333333333,0.05345224838248486,3596
ball_tree,50,manhattan,9,5,distance,0.6333333333333334,0.03563483225498992,3416
ball_tree,50,chebyshev,1,1,uniform,0.5952380952380952,0.06208764195431093,6368
ball_tree,50,chebyshev,1,1,distance,0.5952380952380952,0.06208764195431093,6368
ball_tree,50,chebyshev,1,2,uniform,0.5952380952380952,0.06208764195431093,6368
ball_tree,50,chebyshev,1,2,distance,0.5952380952380952,0.06208764195431093,6368
ball_tree,50,chebyshev,1,3,uniform,0.5952380952380952,0.06208764195431093,6368
ball_tree,50,chebyshev,1,3,distance,0.5952380952380952,0.06208764195431093,6368
ball_tree,50,chebyshev,1,4,uniform,0.5952380952380952,0.06208764195431093,6368
ball_tree,50,chebyshev,1,4,distance,0.5952380952380952,0.06208764195431093,6368
ball_tree,50,chebyshev,1,5,uniform,0.5952380952380952,0.06208764195431093,6368
ball_tree,50,chebyshev,1,5,distance,0.5952380952380952,0.06208764195431093,6368
ball_tree,50,chebyshev,2,1,uniform,0.580952380952381,0.07468755781599105,6676
ball_tree,50,chebyshev,2,1,distance,0.5857142857142857,0.07158712561129957,6568
ball_tree,50,chebyshev,2,2,uniform,0.580952380952381,0.07468755781599105,6676
ball_tree,50,chebyshev,2,2,distance,0.5857142857142857,0.07158712561129957,6568
ball_tree,50,chebyshev,2,3,uniform,0.580952380952381,0.07468755781599105,6676
ball_tree,50,chebyshev,2,3,distance,0.5857142857142857,0.07158712561129957,6568
ball_tree,50,chebyshev,2,4,uniform,0.580952380952381,0.07468755781599105,6676
ball_tree,50,chebyshev,2,4,distance,0.5857142857142857,0.07158712561129957,6568
ball_tree,50,chebyshev,2,5,uniform,0.580952380952381,0.07468755781599105,6676
ball_tree,50,chebyshev,2,5,distance,0.5857142857142857,0.07158712561129957,6568
ball_tree,50,chebyshev,3,1,uniform,0.6333333333333333,0.1027953959282043,3596
ball_tree,50,chebyshev,3,1,distance,0.6142857142857143,0.09209085526577958,5397
ball_tree,50,chebyshev,3,2,uniform,0.6333333333333333,0.1027953959282043,3596
ball_tree,50,chebyshev,3,2,distance,0.6142857142857143,0.09209085526577958,5397
ball_tree,50,chebyshev,3,3,uniform,0.6333333333333333,0.1027953959282043,3596
ball_tree,50,chebyshev,3,3,distance,0.6142857142857143,0.09209085526577958,5397
ball_tree,50,chebyshev,3,4,uniform,0.6333333333333333,0.1027953959282043,3596
ball_tree,50,chebyshev,3,4,distance,0.6142857142857143,0.09209085526577958,5397
ball_tree,50,chebyshev,3,5,uniform,0.6333333333333333,0.1027953959282043,3596
ball_tree,50,chebyshev,3,5,distance,0.6142857142857143,0.09209085526577958,5397
ball_tree,50,chebyshev,4,1,uniform,0.6095238095238095,0.051287283877471466,5853
ball_tree,50,chebyshev,4,1,distance,0.5952380952380952,0.0975900072948533,6368
ball_tree,50,chebyshev,4,2,uniform,0.6095238095238095,0.051287283877471466,5853
ball_tree,50,chebyshev,4,2,distance,0.5952380952380952,0.0975900072948533,6368
ball_tree,50,chebyshev,4,3,uniform,0.6095238095238095,0.051287283877471466,5853
ball_tree,50,chebyshev,4,3,distance,0.5952380952380952,0.0975900072948533,6368
ball_tree,50,chebyshev,4,4,uniform,0.6095238095238095,0.051287283877471466,5853
ball_tree,50,chebyshev,4,4,distance,0.5952380952380952,0.0975900072948533,6368
ball_tree,50,chebyshev,4,5,uniform,0.6095238095238095,0.051287283877471466,5853
ball_tree,50,chebyshev,4,5,distance,0.5952380952380952,0.0975900072948533,6368
ball_tree,50,chebyshev,5,1,uniform,0.6142857142857142,0.046168379594441214,5455
ball_tree,50,chebyshev,5,1,distance,0.6142857142857143,0.07284313590846837,5397
ball_tree,50,chebyshev,5,2,uniform,0.6142857142857142,0.046168379594441214,5455
ball_tree,50,chebyshev,5,2,distance,0.6142857142857143,0.07284313590846837,5397
ball_tree,50,chebyshev,5,3,uniform,0.6142857142857142,0.046168379594441214,5455
ball_tree,50,chebyshev,5,3,distance,0.6142857142857143,0.07284313590846837,5397
ball_tree,50,chebyshev,5,4,uniform,0.6142857142857142,0.046168379594441214,5455
ball_tree,50,chebyshev,5,4,distance,0.6142857142857143,0.07284313590846837,5397
ball_tree,50,chebyshev,5,5,uniform,0.6142857142857142,0.046168379594441214,5455
ball_tree,50,chebyshev,5,5,distance,0.6142857142857143,0.07284313590846837,5397
ball_tree,50,chebyshev,6,1,uniform,0.6238095238095237,0.050843229771577646,4935
ball_tree,50,chebyshev,6,1,distance,0.6333333333333333,0.05753831415997414,3596
ball_tree,50,chebyshev,6,2,uniform,0.6238095238095237,0.050843229771577646,4935
ball_tree,50,chebyshev,6,2,distance,0.6333333333333333,0.05753831415997414,3596
ball_tree,50,chebyshev,6,3,uniform,0.6238095238095237,0.050843229771577646,4935
ball_tree,50,chebyshev,6,3,distance,0.6333333333333333,0.05753831415997414,3596
ball_tree,50,chebyshev,6,4,uniform,0.6238095238095237,0.050843229771577646,4935
ball_tree,50,chebyshev,6,4,distance,0.6333333333333333,0.05753831415997414,3596
ball_tree,50,chebyshev,6,5,uniform,0.6238095238095237,0.050843229771577646,4935
ball_tree,50,chebyshev,6,5,distance,0.6333333333333333,0.05753831415997414,3596
ball_tree,50,chebyshev,7,1,uniform,0.6333333333333332,0.04416008807378907,3914
ball_tree,50,chebyshev,7,1,distance,0.6333333333333333,0.05753831415997414,3596
ball_tree,50,chebyshev,7,2,uniform,0.6333333333333332,0.04416008807378907,3914
ball_tree,50,chebyshev,7,2,distance,0.6333333333333333,0.05753831415997414,3596
ball_tree,50,chebyshev,7,3,uniform,0.6333333333333332,0.04416008807378907,3914
ball_tree,50,chebyshev,7,3,distance,0.6333333333333333,0.05753831415997414,3596
ball_tree,50,chebyshev,7,4,uniform,0.6333333333333332,0.04416008807378907,3914
ball_tree,50,chebyshev,7,4,distance,0.6333333333333333,0.05753831415997414,3596
ball_tree,50,chebyshev,7,5,uniform,0.6333333333333332,0.04416008807378907,3914
ball_tree,50,chebyshev,7,5,distance,0.6333333333333333,0.05753831415997414,3596
ball_tree,50,chebyshev,8,1,uniform,0.6285714285714284,0.05553287518900287,4323
ball_tree,50,chebyshev,8,1,distance,0.6523809523809524,0.05753831415997413,1116
ball_tree,50,chebyshev,8,2,uniform,0.6285714285714284,0.05553287518900287,4323
ball_tree,50,chebyshev,8,2,distance,0.6523809523809524,0.05753831415997413,1116
ball_tree,50,chebyshev,8,3,uniform,0.6285714285714284,0.05553287518900287,4323
ball_tree,50,chebyshev,8,3,distance,0.6523809523809524,0.05753831415997413,1116
ball_tree,50,chebyshev,8,4,uniform,0.6285714285714284,0.05553287518900287,4323
ball_tree,50,chebyshev,8,4,distance,0.6523809523809524,0.05753831415997413,1116
ball_tree,50,chebyshev,8,5,uniform,0.6285714285714284,0.05553287518900287,4323
ball_tree,50,chebyshev,8,5,distance,0.6523809523809524,0.05753831415997413,1116
ball_tree,50,chebyshev,9,1,uniform,0.6333333333333334,0.07468755781599107,3416
ball_tree,50,chebyshev,9,1,distance,0.6619047619047619,0.05084322977157768,537
ball_tree,50,chebyshev,9,2,uniform,0.6333333333333334,0.07468755781599107,3416
ball_tree,50,chebyshev,9,2,distance,0.6619047619047619,0.05084322977157768,537
ball_tree,50,chebyshev,9,3,uniform,0.6333333333333334,0.07468755781599107,3416
ball_tree,50,chebyshev,9,3,distance,0.6619047619047619,0.05084322977157768,537
ball_tree,50,chebyshev,9,4,uniform,0.6333333333333334,0.07468755781599107,3416
ball_tree,50,chebyshev,9,4,distance,0.6619047619047619,0.05084322977157768,537
ball_tree,50,chebyshev,9,5,uniform,0.6333333333333334,0.07468755781599107,3416
ball_tree,50,chebyshev,9,5,distance,0.6619047619047619,0.05084322977157768,537
kd_tree,10,minkowski,1,1,uniform,0.6238095238095238,0.08438116736509216,4523
kd_tree,10,minkowski,1,1,distance,0.6238095238095238,0.08438116736509216,4523
kd_tree,10,minkowski,1,2,uniform,0.6428571428571428,0.06388765649999398,2698
kd_tree,10,minkowski,1,2,distance,0.6428571428571428,0.06388765649999398,2698
